"shots_detailID","TableIndex","MatchID","GameWeek","Player","ForTeam","AgainstTeam","RelativeStrength","Time","ShotOutcome","AssistedBy","ShotType","ShotPosition","ShotSide","Close"
"8177","7","59263","37","Raphinha","Leeds United","Southampton","-1","15","Blocked","N/A","left footed shot","outside the box","N/A","not close"
"8178","8","59263","37","Stuart Armstrong","Southampton","Leeds United","1","3","Blocked","Nathan Tella","right footed shot","outside the box","N/A","not close"
"8179","9","59263","37","Raphinha","Leeds United","Southampton","-1","90+7","Saved","Patrick Bamford","left footed shot","outside the box","N/A","close"
"8180","10","59263","37","Patrick Bamford","Leeds United","Southampton","-1","90+5","Saved","Tyler Roberts","left footed shot","the box","the centre","close"
"8181","11","59263","37","Jack Stephens","Southampton","Leeds United","1","90+4","Saved","Mohammed Salisu","header","very close range","N/A","close"
"8182","12","59263","37","Ezgjan Alioski","Leeds United","Southampton","-1","68","Saved","N/A","left footed shot","the box","the left","close"
"8183","13","59263","37","Patrick Bamford","Leeds United","Southampton","-1","50","Saved","Rodrigo","left footed shot","the six yard box","the right","close"
"8184","14","59263","37","Stuart Dallas","Leeds United","Southampton","-1","49","Saved","Rodrigo","right footed shot","outside the box","N/A","close"
"8185","15","59263","37","Che Adams","Southampton","Leeds United","1","37","Saved","Nathan Tella","right footed shot","outside the box","N/A","close"
"8186","16","59263","37","Che Adams","Southampton","Leeds United","1","2","Saved","N/A","header","very close range","N/A","close"
"8187","17","59263","37","Danny Ings","Southampton","Leeds United","1","90+1","Miss","Ibrahima Diallo","left footed shot","outside the box","N/A","not close"
"8188","18","59263","37","Nathan Redmond","Southampton","Leeds United","1","89","Miss","James Ward-Prowse","right footed shot","outside the box","N/A","not close"
"8189","19","59263","37","Nathan Redmond","Southampton","Leeds United","1","89","Miss","Stuart Armstrong","left footed shot","the box","the right","close"
"8190","20","59263","37","Raphinha","Leeds United","Southampton","-1","75","Miss","Pascal Struijk","left footed shot","outside the box","N/A","not close"
"8191","21","59263","37","Danny Ings","Southampton","Leeds United","1","75","Miss","Moussa Djenepo","header","the box","the centre","not close"
"8192","22","59263","37","Stuart Dallas","Leeds United","Southampton","-1","69","Miss","Ezgjan Alioski","right footed shot","outside the box","N/A","not close"
"8193","23","59263","37","Danny Ings","Southampton","Leeds United","1","66","Miss","Jack Stephens","right footed shot","outside the box","N/A","not close"
"8194","24","59263","37","Rodrigo","Leeds United","Southampton","-1","39","Miss","Raphinha","left footed shot","outside the box","N/A","not close"
"8195","25","59263","37","Nathan Tella","Southampton","Leeds United","1","37","Miss","N/A","right footed shot","the box","the centre","not close"
"8196","26","59263","37","Diego Llorente","Leeds United","Southampton","-1","28","Miss","Kalvin Phillips","header","the box","the centre","not close"
"8197","27","59263","37","Stuart Dallas","Leeds United","Southampton","-1","24","Miss","Raphinha","left footed shot","the box","the centre","not close"
"8198","28","59263","37","Stuart Armstrong","Southampton","Leeds United","1","20","Miss","Jannik Vestergaard","right footed shot","outside the box","N/A","not close"
"8199","29","59263","37","Luke Ayling","Leeds United","Southampton","-1","19","Miss","Rodrigo","left footed shot","outside the box","N/A","not close"
"8200","30","59263","37","Stuart Armstrong","Southampton","Leeds United","1","10","Miss","N/A","right footed shot","outside the box","N/A","not close"
"8201","31","59263","37","Moussa Djenepo","Southampton","Leeds United","1","6","Miss","N/A","right footed shot","outside the box","N/A","not close"
"8202","32","59263","37","Jannik Vestergaard","Southampton","Leeds United","1","3","Miss","James Ward-Prowse","header","the box","the centre","not close"
"8203","0","59264","37","Ollie Watkins","Aston Villa","Tottenham Hotspur","-2","39","Goal","Bertrand Traore","left footed shot","the box","the centre","close"
"8204","1","59264","37","Steven Bergwijn","Tottenham Hotspur","Aston Villa","2","8","Goal","N/A","right footed shot","the box","the centre","close"
"8205","2","59264","37","Carney Chukwuemeka","Aston Villa","Tottenham Hotspur","-2","90+4","Woodwork","Ollie Watkins","right footed shot","outside the box","N/A","close"
"8206","3","59264","37","Gareth Bale","Tottenham Hotspur","Aston Villa","2","86","Blocked","Matt Doherty","left footed shot","the box","the centre","not close"
"8207","4","59264","37","Ollie Watkins","Aston Villa","Tottenham Hotspur","-2","84","Blocked","Bertrand Traore","left footed shot","the box","the centre","not close"
"8208","5","59264","37","Bertrand Traore","Aston Villa","Tottenham Hotspur","-2","66","Blocked","John McGinn","left footed shot","the box","the centre","not close"
"8209","6","59264","37","Jack Grealish","Aston Villa","Tottenham Hotspur","-2","63","Blocked","Anwar El Ghazi","right footed shot","the box","the left","not close"
"8210","7","59264","37","Bertrand Traore","Aston Villa","Tottenham Hotspur","-2","56","Blocked","N/A","left footed shot","the box","the centre","not close"
"8211","8","59264","37","Anwar El Ghazi","Aston Villa","Tottenham Hotspur","-2","53","Blocked","Jack Grealish","right footed shot","the box","the left","not close"
"8212","9","59264","37","Harry Winks","Tottenham Hotspur","Aston Villa","2","49","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"8213","10","59264","37","Dele Alli","Tottenham Hotspur","Aston Villa","2","48","Blocked","Steven Bergwijn","right footed shot","the box","the centre","not close"
"8214","11","59264","37","Bertrand Traore","Aston Villa","Tottenham Hotspur","-2","45+5","Blocked","Jack Grealish","right footed shot","the box","the right","not close"
"8215","12","59264","37","Ollie Watkins","Aston Villa","Tottenham Hotspur","-2","23","Blocked","Anwar El Ghazi","left footed shot","the box","the centre","not close"
"8216","13","59264","37","Sergio Reguilon","Tottenham Hotspur","Aston Villa","2","14","Blocked","Steven Bergwijn","left footed shot","outside the box","N/A","not close"
"8217","14","59264","37","Harry Kane","Tottenham Hotspur","Aston Villa","2","75","Saved","Gareth Bale","right footed shot","the box","the right","close"
"8218","15","59264","37","Steven Bergwijn","Tottenham Hotspur","Aston Villa","2","51","Saved","Harry Kane","right footed shot","the box","the right","close"
"8219","16","59264","37","Steven Bergwijn","Tottenham Hotspur","Aston Villa","2","48","Saved","N/A","left footed shot","the box","the centre","close"
"8220","17","59264","37","Ollie Watkins","Aston Villa","Tottenham Hotspur","-2","48","Saved","Anwar El Ghazi","header","the box","the centre","close"
"8221","18","59264","37","Ollie Watkins","Aston Villa","Tottenham Hotspur","-2","45+4","Saved","Bertrand Traore","right footed shot","the box","the right","close"
"8222","19","59264","37","Jack Grealish","Aston Villa","Tottenham Hotspur","-2","26","Saved","N/A","right footed shot","outside the box","N/A","close"
"8223","20","59264","37","Gareth Bale","Tottenham Hotspur","Aston Villa","2","89","Miss","Dele Alli","left footed shot","outside the box","N/A","not close"
"8224","21","59264","37","Bertrand Traore","Aston Villa","Tottenham Hotspur","-2","84","Miss","Douglas Luiz","left footed shot","the box","the centre","not close"
"8225","22","59264","37","Bertrand Traore","Aston Villa","Tottenham Hotspur","-2","61","Miss","John McGinn","left footed shot","the box","the right","close"
"8226","23","59264","37","Harry Kane","Tottenham Hotspur","Aston Villa","2","54","Miss","Sergio Reguilon","right footed shot","the box","the right","not close"
"8227","24","59264","37","Anwar El Ghazi","Aston Villa","Tottenham Hotspur","-2","45+2","Miss","Jack Grealish","right footed shot","the box","the left","not close"
"8228","25","59264","37","Ezri Konsa Ngoyo","Aston Villa","Tottenham Hotspur","-2","38","Miss","Matt Targett","header","the box","the right","not close"
"8229","26","59264","37","John McGinn","Aston Villa","Tottenham Hotspur","-2","33","Miss","N/A","left footed shot","outside the box","N/A","close"
"8230","27","59264","37","John McGinn","Aston Villa","Tottenham Hotspur","-2","24","Miss","N/A","left footed shot","outside the box","N/A","not close"
"8231","28","59264","37","Jack Grealish","Aston Villa","Tottenham Hotspur","-2","18","Miss","Bertrand Traore","right footed shot","outside the box","N/A","close"
"8232","29","59264","37","Ollie Watkins","Aston Villa","Tottenham Hotspur","-2","17","Miss","Jack Grealish","right footed shot","the box","the right","not close"
"8233","0","59265","37","Michail Antonio","West Ham United","West Bromwich Albion","1","88","Goal","Jesse Lingard","right footed shot","the box","the right","close"
"8234","1","59265","37","Angelo Ogbonna","West Ham United","West Bromwich Albion","1","82","Goal","Aaron Cresswell","header","very close range","N/A","close"
"8235","2","59265","37","Tomas Soucek","West Ham United","West Bromwich Albion","1","45+1","Goal","Said Benrahma","left footed shot","very close range","N/A","close"
"8236","3","59265","37","Matheus Pereira","West Bromwich Albion","West Ham United","-1","27","Goal","N/A","left footed shot","a difficult angle","the right","close"
"8237","4","59265","37","Aaron Cresswell","West Ham United","West Bromwich Albion","1","65","Woodwork","N/A","left footed shot","outside the box","N/A","close"
"8238","5","59265","37","Declan Rice","West Bromwich Albion","West Ham United","-1","3","Woodwork","N/A","right footed shot","penalty","N/A","close"
"8239","6","59265","37","Hal Robson-Kanu","West Bromwich Albion","West Ham United","-1","74","Blocked","N/A","left footed shot","outside the box","N/A","not close"
"8240","7","59265","37","Matheus Pereira","West Bromwich Albion","West Ham United","-1","55","Blocked","Conor Gallagher","right footed shot","the box","the left","not close"
"8241","8","59265","37","Pablo Fornals","West Ham United","West Bromwich Albion","1","43","Blocked","Jesse Lingard","right footed shot","outside the box","N/A","not close"
"8242","9","59265","37","Pablo Fornals","West Ham United","West Bromwich Albion","1","38","Blocked","Michail Antonio","left footed shot","the box","the right","not close"
"8243","10","59265","37","Hal Robson-Kanu","West Bromwich Albion","West Ham United","-1","37","Blocked","Matt Phillips","left footed shot","the box","the centre","not close"
"8244","11","59265","37","Conor Townsend","West Bromwich Albion","West Ham United","-1","35","Blocked","N/A","left footed shot","outside the box","N/A","not close"
"8245","13","59265","37","Michail Antonio","West Ham United","West Bromwich Albion","1","29","Blocked","Vladimir Coufal","right footed shot","a difficult angle","the right","not close"
"8246","14","59265","37","Vladimir Coufal","West Ham United","West Bromwich Albion","1","90+1","Saved","Jesse Lingard","right footed shot","the box","the right","close"
"8247","15","59265","37","Pablo Fornals","West Ham United","West Bromwich Albion","1","81","Saved","Jarrod Bowen","right footed shot","the box","the centre","close"
"8248","16","59265","37","Pablo Fornals","West Ham United","West Bromwich Albion","1","76","Saved","Declan Rice","right footed shot","the box","the left","close"
"8249","17","59265","37","Semi Ajayi","West Bromwich Albion","West Ham United","-1","56","Saved","N/A","right footed shot","the six yard box","the left","close"
"8250","18","59265","37","Tomas Soucek","West Ham United","West Bromwich Albion","1","41","Saved","Jesse Lingard","header","the box","the centre","close"
"8251","19","59265","37","Jesse Lingard","West Ham United","West Bromwich Albion","1","40","Saved","Pablo Fornals","right footed shot","the box","the left","close"
"8252","20","59265","37","Matheus Pereira","West Bromwich Albion","West Ham United","-1","35","Saved","N/A","left footed shot","the box","the centre","close"
"8253","21","59265","37","Said Benrahma","West Ham United","West Bromwich Albion","1","12","Saved","Aaron Cresswell","right footed shot","outside the box","N/A","close"
"8254","22","59265","37","Matheus Pereira","West Bromwich Albion","West Ham United","-1","8","Saved","Kyle Bartley","header","the box","the centre","close"
"8255","23","59265","37","Semi Ajayi","West Bromwich Albion","West Ham United","-1","78","Miss","Darnell Furlong","header","the box","the centre","not close"
